Open Time,Open,High,Low,Close,Volume
2022-01-07 20:00:00,3197.33000000,3225.24000000,3165.17000000,3199.24000000,41094.16990000
2022-01-07 16:00:00,3131.69000000,3222.69000000,3091.00000000,3197.32000000,93458.94220000
2022-01-07 12:00:00,3225.86000000,3268.79000000,3064.42000000,3131.69000000,163786.62340000
2022-01-07 08:00:00,3201.75000000,3289.00000000,3188.01000000,3225.68000000,90340.77230000
2022-01-07 04:00:00,3238.74000000,3251.42000000,3113.25000000,3202.25000000,182082.16870000
2022-01-07 00:00:00,3406.81000000,3416.76000000,3227.82000000,3238.74000000,98869.04970000
2022-01-06 20:00:00,3447.28000000,3458.73000000,3405.74000000,3406.81000000,32274.78820000
2022-01-06 16:00:00,3397.01000000,3461.33000000,3382.11000000,3447.29000000,61229.44410000
2022-01-06 12:00:00,3349.49000000,3426.00000000,3318.00000000,3397.01000000,88961.66320000
2022-01-06 08:00:00,3453.04000000,3456.05000000,3300.00000000,3349.49000000,134482.58450000
2022-01-06 04:00:00,3448.83000000,3480.42000000,3406.24000000,3453.12000000,95682.85490000
2022-01-06 00:00:00,3539.82000000,3550.43000000,3445.75000000,3448.83000000,84114.40640000
2022-01-05 20:00:00,3655.29000000,3666.14000000,3415.00000000,3540.63000000,174875.83830000
2022-01-05 16:00:00,3820.97000000,3823.33000000,3645.60000000,3655.30000000,91109.24900000
2022-01-05 12:00:00,3791.69000000,3833.00000000,3761.44000000,3820.97000000,46181.36800000
2022-01-05 08:00:00,3815.73000000,3848.00000000,3781.42000000,3791.69000000,36435.10130000
2022-01-05 04:00:00,3809.44000000,3822.89000000,3797.49000000,3815.74000000,20741.08300000
2022-01-05 00:00:00,3785.10000000,3826.05000000,3766.00000000,3809.45000000,28599.39670000
2022-01-04 20:00:00,3812.05000000,3832.51000000,3783.89000000,3785.11000000,33215.07860000
2022-01-04 16:00:00,3849.51000000,3865.64000000,3758.40000000,3812.31000000,72941.02700000
2022-01-04 12:00:00,3836.19000000,3900.73000000,3815.06000000,3849.52000000,70762.94940000
2022-01-04 08:00:00,3763.88000000,3840.00000000,3757.58000000,3836.19000000,56266.28920000
2022-01-04 04:00:00,3744.04000000,3764.53000000,3726.60000000,3763.87000000,23326.70650000
2022-01-04 00:00:00,3765.89000000,3774.36000000,3713.11000000,3744.23000000,31746.50420000
2022-01-03 20:00:00,3738.39000000,3778.67000000,3680.00000000,3765.89000000,58368.70160000
2022-01-03 16:00:00,3784.04000000,3795.00000000,3735.20000000,3738.40000000,41527.36820000
2022-01-03 12:00:00,3834.61000000,3853.09000000,3777.00000000,3784.04000000,45884.80920000
2022-01-03 08:00:00,3808.88000000,3845.00000000,3789.66000000,3834.61000000,33876.14950000
2022-01-03 04:00:00,3785.24000000,3822.99000000,3780.30000000,3808.88000000,25284.96700000
2022-01-03 00:00:00,3828.11000000,3828.79000000,3775.70000000,3785.00000000,31303.86310000
2022-01-02 20:00:00,3799.00000000,3840.02000000,3794.24000000,3828.27000000,20959.11850000
2022-01-02 16:00:00,3778.17000000,3857.44000000,3771.91000000,3798.72000000,54477.91690000
2022-01-02 12:00:00,3744.06000000,3790.38000000,3730.33000000,3778.17000000,24828.14980000
2022-01-02 08:00:00,3747.22000000,3770.00000000,3732.39000000,3744.01000000,16876.84200000
2022-01-02 04:00:00,3758.13000000,3761.92000000,3717.30000000,3747.22000000,19265.86800000
2022-01-02 00:00:00,3765.54000000,3771.00000000,3741.80000000,3758.55000000,18383.53110000
2022-01-01 20:00:00,3747.60000000,3776.45000000,3740.00000000,3765.54000000,22264.76620000
2022-01-01 16:00:00,3725.29000000,3766.00000000,3718.71000000,3747.61000000,27250.41990000
2022-01-01 12:00:00,3693.38000000,3745.36000000,3691.88000000,3725.30000000,27056.80640000
2022-01-01 08:00:00,3715.32000000,3733.84000000,3673.46000000,3693.37000000,23727.99490000
2022-01-01 04:00:00,3723.96000000,3765.27000000,3701.00000000,3715.31000000,27251.14010000
2022-01-01 00:00:00,3676.22000000,3748.45000000,3676.22000000,3723.96000000,26592.76930000
2021-12-31 20:00:00,3626.21000000,3712.50000000,3622.29000000,3676.23000000,39496.59930000
2021-12-31 16:00:00,3784.64000000,3788.45000000,3623.00000000,3626.27000000,54604.90270000
2021-12-31 12:00:00,3780.92000000,3813.14000000,3773.44000000,3784.64000000,37346.22050000
2021-12-31 08:00:00,3721.88000000,3815.00000000,3714.00000000,3780.92000000,69256.28900000
2021-12-31 04:00:00,3742.77000000,3761.50000000,3687.00000000,3721.88000000,31759.07670000
2021-12-31 00:00:00,3709.27000000,3747.44000000,3684.04000000,3742.78000000,35551.20600000
2021-12-30 20:00:00,3751.06000000,3760.00000000,3681.33000000,3709.27000000,30411.94050000
2021-12-30 16:00:00,3709.13000000,3769.10000000,3705.39000000,3751.06000000,34958.37620000
2021-12-30 12:00:00,3737.68000000,3750.00000000,3701.03000000,3708.74000000,42020.15460000
2021-12-30 08:00:00,3709.00000000,3747.57000000,3678.79000000,3737.68000000,40056.74940000
2021-12-30 04:00:00,3649.40000000,3719.71000000,3646.30000000,3709.01000000,40305.81330000
2021-12-30 00:00:00,3630.18000000,3670.67000000,3585.00000000,3649.41000000,61510.69650000
2021-12-29 20:00:00,3725.69000000,3768.51000000,3604.20000000,3630.19000000,70696.61660000
2021-12-29 16:00:00,3795.05000000,3799.32000000,3712.84000000,3725.68000000,34451.68240000
